CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
17-01-0035-46;17-001;PETEN;FLORES;INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA DIEGO AMERICO CETINA PACHECO;BARRIO SANTA ELENA;;RODOLFO MEDINA;----;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-0039-46;17-;PETEN;FLORES;INSTITUTO NOCTURNO DE CIENCIAS COMERCIALES Y ACADEMIA ANEXA;BARRIO SANTA ELENA;;JOSE FRANCISCO OLAN PONCE;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-0064-46;17-001;PETEN;FLORES;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA IXLU;36084404;RODOLFO MEDINA;BLANCA GRISELDA GAITÁN LOYA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0070-46;17-001;PETEN;FLORES;"CENTRO EDUCATIVO INTEGRAL ""PAULO FREIRE""";ZONA 2;79264648;RODOLFO MEDINA;EFREN PORTILLO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0081-46;17-030;PETEN;FLORES;COLEGIO DE EDUCACION MEDIA SAN ISIDRO;ALDEA IXLU;55164373;RODOLFO MEDINA;RUTILIA SALGUERO CASTRO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0083-46;17-001;PETEN;FLORES;COLEGIO INTEGRADO DE EDUCACION PROFRESIONAL DE PETEN, CIEPP;ALDEA IXLU;78215568;RODOLFO MEDINA;EVELYN MIGDALIA TORALLA LOPEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0085-46;17-001;PETEN;FLORES;LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS, RECURSOS NATURALES Y TURISMO;CALLE LIMITE, FRENTE AL ORGANISMO JUDICIAL, A UN COSTADO DE LOS DERECHOS HUMANOS;79261560;RODOLFO MEDINA;ERWIN AUGUSTO LOPEZ Y LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0086-46;17-001;PETEN;FLORES;LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS, RECURSOS NATURALES Y TURISMO;CALLE LIMITE, FRENTE A ORGANISMO JUDICIAL, A UN COSTADO DE LOS DERECHOS HUMANOS;79261560;RODOLFO MEDINA;ERWIN AUGUSTO LOPEZ Y LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0091-46;17-030;PETEN;FLORES;"COLEGIO CRISTIANO ""EL-HASHAMAYIM""";7A. AVENIDA 1-65 ZONA 2, SANTA ELENA DE LA CRUZ SANTA ELENA DE LA CRUZ FLORES;79261812;RODOLFO MEDINA;JORGE ULICES RUANO CANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0099-46;17-001;PETEN;FLORES;CENTRO EDUCATIVO DEL NAZARENO;4A. CALLE A 5-55 ZONA 1, SANTA ELENA DE LA CRUZ;79263311;RODOLFO MEDINA;ERWIN DAVID LOPEZ OCHAETA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0100-46;17-001;PETEN;FLORES;INSTITUTO TECNOLOGICO AGROFORESTAL CENTRO MAYA;SANTA ELENA DE LA CRUZ;79264718;RODOLFO MEDINA;EDGAR ROLANDO CHAYAX MOLINA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0104-46;17-001;PETEN;FLORES;COLEGIO EDUCATIVO PRIVADO RIVERA;ALDEA PAXCAMAN;49355352;RODOLFO MEDINA;MANUEL DE JESÚS RIVERA GÓMEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-0106-46;17-001;PETEN;FLORES;"INSTITUTO TECNICO DE EDUCACION MEDIA DE PETEN ""ITEMP""";6TA. AVE. ENTRE 3RA. Y 4TA. CALLE ZONA 1 SANTA ELENA;50357085;RODOLFO MEDINA;GLADIS CELENI ZAMORA MORALES DE CHOC;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0110-46;17-030;PETEN;FLORES;"CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""";ALDEA PAXCAMAN;50174360;RODOLFO MEDINA;ALMEIDA ESTER BIN TENI;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0124-46;17-030;PETEN;FLORES;COLEGIO DE EDUCACIÓN MEDIA SAN ISIDRO;CASERIO IXLU;57817572;RODOLFO MEDINA;ORISELDA GUTIÉRREZ MOLINA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0125-46;17-001;PETEN;FLORES;INSTITUTO COMERCIAL VILLA CONCEPCION;BARRIO VILLA CONCEPCION;78675253;RODOLFO MEDINA;VERÓNICA MILDRED MAS REYES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0128-46;17-030;PETEN;FLORES;"INSTITUTO COMERCIAL ""VILLA CONCEPCION""";AVENIDA ZONA 2, DE LA PRIMERA LOTIFICACION SANTA ELENA, FLORES, PETEN;74248180;RODOLFO MEDINA;BÁRBARA MARIANELA MELGAR CEBALLOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0131-46;17-001;PETEN;FLORES;INSTITUTO COMERCIAL VILLA CONCEPCION;1AV. 2DA. CALLE ZONA 2, BARRIO VILLA CONCEPCION.;79248180;RODOLFO MEDINA;VERÓNICA MILDRED MAS REYES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0133-46;17-001;PETEN;FLORES;COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN-CIEPP-;ALDEA IXLU;79248512;RODOLFO MEDINA;LUBIA ROXANA JIMÉNEZ RIVERA;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-0136-46;17-030;PETEN;FLORES;"""INSTITUTO TECNOLOGICO HAWARD W. HUNTER""";CALZADA RODRÍGUEZ MACAL, A UNA CUADRA DE LA CALLE LÍMITE SANTA ELENA DE LA CRUZ, FLORES, PETEN;79262016;RODOLFO MEDINA;OLGA MARINA VÉLIZ PALENCIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-0139-46;17-030;PETEN;FLORES;COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;8ª. AVENIDA 3-14 ANTIGUA POBLACION 2 SANTA ELENA DE LA CRUZ SANTA ELENA DE LA CRUZ FLORES;77970526;RODOLFO MEDINA;CARLOS ENRIQUE AUGUST VÉLIZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0153-46;17-048;PETEN;FLORES;PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA-PRONEA-;SANTA ELENA;79262583;SANTIAGO CRUZ SERRANO;SANTIAGO CRUZ SERRANO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;PETÉN
17-01-0155-46;17-030;PETEN;FLORES;COLEGIO CRISTIANO EL HASHAMAYIM;SANTA ELENA DE LA CRUZ;79261812;RODOLFO MEDINA;JORGE ULICES RUANO CANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-0156-46;17-001;PETEN;FLORES;CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENTAL;5TA.CALLE Y 3RA AV.ZONA 2 SANTA ELENA;58015134;RODOLFO MEDINA;MAYKON JOSE TE MAQUIN;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;PETÉN
17-01-0159-46;17-030;PETEN;FLORES;COLEGIO DE EDUCACION MEDIA SAN ISIDRO;ALDEA IXLU;55164373;RODOLFO MEDINA;RUTILIA SALGUERO CASTRO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0161-46;17-030;PETEN;FLORES;CENTRO EDUCATIVO MODELO;COLONIA MORALES;59893637;RODOLFO MEDINA;FRANCISCO VALENTIN SOZA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0163-46;17-030;PETEN;FLORES;INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL-IMEF-;4TA.2DA.CALLE ZONA 2 SANTA ELENA;41118747;RODOLFO MEDINA;ESTHER NOEMI PINELO RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0165-46;17-030;PETEN;FLORES;"CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""";ALDEA PAXCAMAN;50174360;RODOLFO MEDINA;ALMEIDA ESTER BIN TENI;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-01-0167-46;17-001;PETEN;FLORES;INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD;CENTRO DE DETENCION DEPARTAMENTAL;58373736;RODOLFO MEDINA;XIOMARA ANAYELY DEL CID COY;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0481-46;17-002;PETEN;FLORES;INSTITUTO MIXTO LA PARROQUIA;SANTA ELENA DE LA CRUZ;78230387;LILIA SAUDITA SUNTECUN CHAN;--;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-0485-46;17-001;PETEN;FLORES;ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO;BARRIO SANTA ELENA;78425736;RODOLFO MEDINA;VAYRON ANTONIO CONTRERAS POZADAS;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-1049-46;17-030;PETEN;FLORES;"""LICEO MAYA""";3A. AVE. 1-77 ZONA 1 SANTA ELENA, FLORES, PETEN;46613691;RODOLFO MEDINA;ALICIA BEATRIZ GONGORA INECO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-2295-46;17-001;PETEN;FLORES;INSTITUTO COMERCIAL VILLA CONCEPCION;1A. AV. Y 2A. CALLE ZONA 2 BO. VILLA CONCEPCION;79248180;RODOLFO MEDINA;KARLA LUIS VELÁSQUEZ MONTENEGRO;DIVERSIFICADO;PRIVADO;RURAL;TEMPORAL TITULOS;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-2434-46;17-030;PETEN;FLORES;"""LICEO MODERNO EN COMPUTACION"" (LIMCO)";CALZADA VIRGILIO RODRIGUEZ MACAL 6-40 ZONA 2 SANTA ELENA DE LA CRUZ, FLORES PETEN.;79261015;RODOLFO MEDINA;NERY GÛILBERTO RALDA MALDONADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-3316-46;25-000;PETEN;FLORES;INSTITUTO GUATEMALTECA DE EDUCACION RADIOFONICA (IGER);;;SONIA HAYDEE REYES MONTERROSO;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;A DISTANCIA;PETÉN
17-01-3414-46;17-030;PETEN;FLORES;COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN (CIEPP);ALDEA IXLU;30628346;RODOLFO MEDINA;LUBIA ROXANA JIMÉNEZ RIVERA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-3415-46;17-001;PETEN;FLORES;INSTITUTO NOCTURNO DE EDUCACION INTEGRAL;SANTA ELENA;;RODOLFO MEDINA;--;DIVERSIFICADO;PRIVADO;URBANA;TEMPORAL TITULOS;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);PETÉN
17-01-3447-46;17-001;PETEN;FLORES;ESCUELA NORMAL DE EDUCACION FISICA;COMPLEJO DEPORTIVO MAYA;59766410;RODOLFO MEDINA;ROSBEL STANLY MORALES DE LEON;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-3567-46;17-001;PETEN;FLORES;LICEO MODERNO EN COMPUTACION (LIMCO);CALZADA VIRGILIO RODRIGUEZ MACAL 6-40 ZONA 2 SANTA ELENA;79261015;RODOLFO MEDINA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-01-3949-46;17-030;PETEN;FLORES;"""INSTITUTO TECNOLÓGICO HAWARD W. HUNTER""";CALZADA VIRGILIO RODRÍGUEZ MACAL, A UNA CUADRA DE LA CALLE LÍMITE SANTA ELENA DE LA CRUZ, FLORES, PETEN;79262016;RODOLFO MEDINA;OLGA MARINA VÉLIZ PALENCIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-01-3993-46;17-001;PETEN;FLORES;CENTRO EDUCATIVO PETEN-CEP-;SANTA ELENA DE LA CRUZ;42509151;RODOLFO MEDINA;KARLA YAMILETH NÁJERA ARIAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-01-4075-46;17-030;PETEN;FLORES;INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF;4A. AVENIDA 3A. CALLE ZONA 2 SANTA ELENA;79248505;RODOLFO MEDINA;ESTHER NOEMI PINELO RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-01-4102-46;17-001;PETEN;FLORES;COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-;ALDEA SANTA ELENA DE LA CRUZ;78210006;RODOLFO MEDINA;BARBARA JULIA IVONE LOPEZ VARGAS;DIVERSIFICADO;PRIVADO;RURAL;TEMPORAL TITULOS;BILINGUE;DOBLE;A DISTANCIA;PETÉN
17-02-0003-46;17-002;PETEN;SAN JOSE;ESCUELA ECOLOGICA SAN JOSE;BARRIO VISTA LAGO;;LILIA SAUDITA SUNTECUN CHAN;MARLENY ESMERALDA CHAN TESUCUN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-02-0011-46;17-002;PETEN;SAN JOSE;"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOSÉ""";BARRIO VISTA LAGO;59882736;LILIA SAUDITA SUNTECUN CHAN;ARELI MAGALI CHAN TESUCÚN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-02-0013-46;17-002;PETEN;SAN JOSE;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;BARRIO EL PROGRESO;49882736;LILIA SAUDITA SUNTECUN CHAN;IRIS ARACELY CHAN TESUCUN;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-02-3565-46;17-003;PETEN;SAN JOSE;"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOSÉ""";BARRIO EL PROGRESO;42479181;FERNANDO RAFAEL LEAL CORDOVA;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0002-46;17-030;PETEN;SAN BENITO;"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""";BARRIO EL PORVENIR 5 CALLE Y 2AV.;79263476;RODOLFO MEDINA;DAYSI FABIOLA LOPEZ SARCEÑO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0006-46;17-003;PETEN;SAN BENITO;"CENTRO EDUCATIVO ""BETHANIA""";6A. CALLE ZONA 4 BARRIO LA PAZ;78238216;FERNANDO RAFAEL LEAL CORDOVA;JORGE ONAN MENDEZ DIAZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0007-46;17-004;PETEN;SAN BENITO;"""CENTRO DE FORMACION PROFESIONAL DE PETEN""";COLONIA ITZA;79248279;BARBARA JULIAIVONE LOPEZ VARGAS;---;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;BILINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0025-46;17-030;PETEN;SAN BENITO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;COLONIA ITZA;45156995;RODOLFO MEDINA;EDVIN FIDEL CORADO REVOLORIO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0038-46;17-004;PETEN;SAN BENITO;CENTRO EDUCATIVO CRISTIANO ADONAI;3A. AVENIDA 5-60 ENTRE 4A. Y 5A. CALLE, ZONA 6 BARRIO EL PORVENIR;79260763;BARBARA JULIAIVONE LOPEZ VARGAS;CARLOS GILBERTO AGUILAR SANDOVAL;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0042-46;17-049;PETEN;SAN BENITO;COLEGIO MIXTO PRIVADO SAN PEDRO;BARRIO 3 DE ABRIL;58840910;CLAUDIA LUCRECIA ROSALES PECHE;ALVARO NOLASCO TRUJILLO CORZO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0044-46;17-038;PETEN;SAN BENITO;INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI- SAN BENITO;SAN BENITO;58059364;FILIBERTO FIDEL PEREZ DE LEON;MANUEL TRINIDAD BURGOS PAZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;BILINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0071-46;17-004;PETEN;SAN BENITO;CENTRO EDUCATIVO LA PATRIA -CEPATRIA-;"1A. AVENIDA ""B"" 17-47, ZONA 1, BARRIO ""3 DE ABRIL""";79263506;BARBARA JULIAIVONE LOPEZ VARGAS;CARLOS MANUEL MORALES MAR;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0072-46;17-003;PETEN;SAN BENITO;LICEO NUEVO PANORAMA;BARRIO NUEVO PANORAMA;53540926;FERNANDO RAFAEL LEAL CORDOVA;VIVIAN NICTÉ BALDIZÓN CASTELLANOS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0084-46;17-049;PETEN;SAN BENITO;LICEO CRISTIANO BILINGUE JEHOVA JIREH;3RA.AV.5-60 BARRIO PORVENIR;586577;CLAUDIA LUCRECIA ROSALES PECHE;MAYLIN YERENI HERNANDEZ CORADO DE BIN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0085-46;17-049;PETEN;SAN BENITO;LICEO CRISTIANO BILINGUE JEHOVA JIREH;3RA.AV.5-60 BARRIO PORVENIR;586577;CLAUDIA LUCRECIA ROSALES PECHE;MAYLI YIRENI HERNANDEZ CORADO DE BIN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0088-46;17-030;PETEN;SAN BENITO;CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BASICA Y DIVERSIFICADO-CEPMEBYD;COLONIA VISTA HERMOSSA;42150707;RODOLFO MEDINA;NORLIN ARIEL LÓPEZ DUQUE;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0089-46;17-003;PETEN;SAN BENITO;CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI;BARRIO EL PORVENIR;79263476;FERNANDO RAFAEL LEAL CORDOVA;HUSWER LANDREWS SARCEÑO MARTINEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);PETÉN
17-03-0094-46;17-003;PETEN;SAN BENITO;LICEO INTEGRAL NUEVA GENERACION;BARRIO EL PEDREGAL;41821593;FERNANDO RAFAEL LEAL CORDOVA;MIGUEL ANGEL MEJIA FLORES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0095-46;17-030;PETEN;SAN BENITO;COLEGIO MADRE ANTONIA LALIA HERMANAS DOMINICAS DE SAN SISTO VECCHIO;COLONIA JUAREZ;33812286;RODOLFO MEDINA;JOSELIN MELIZA MELCHOR BERGES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0098-46;17-003;PETEN;SAN BENITO;LICEO INTEGRAL NUEVA GENERACION - LING-;BARRIO EL PEDREGAL;41821593;FERNANDO RAFAEL LEAL CORDOVA;MIGUEL ANGEL MEJIA FLORES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0099-46;17-003;PETEN;SAN BENITO;LICEO INTEGRAL NUEVA GENERACION - LING-;BARRIO EL PEDREGAL;41821593;FERNANDO RAFAEL LEAL CORDOVA;MIGUEL ANGEL MEJIA FLORES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0101-46;17-003;PETEN;SAN BENITO;COLEGIO CRISTIANO BILINGUE MANANTIAL;COLONIA TIKAL;59374505;FERNANDO RAFAEL LEAL CORDOVA;NIVIA ADALY LARIOS PRADO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-03-0102-46;17-030;PETEN;SAN BENITO;COLEGIO ADVENTISTA DE PETEN;BARRIO 3 DE ABRIL;79263234;RODOLFO MEDINA;EVELYN MARISOL HERNÁNDEZ COLLÍ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-03-0104-46;17-003;PETEN;SAN BENITO;CENTRO EDUCATIVO CRISTIANO ADONAI;BARRIIO SAN JUAN;42549357;FERNANDO RAFAEL LEAL CORDOVA;EDWIN NOÉ MARROQUÍN HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0111-46;17-030;PETEN;SAN BENITO;INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO -IMPEB-;BARRIO VISTA HERMOSA;59483938;RODOLFO MEDINA;HÉCTOR AMILCAR HERNÁNDEZ RAMÍREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0113-46;17-030;PETEN;SAN BENITO;CENTRO EDUCATIVO CRISTIANO ADONAI;BARRIO SAN JUAN;42549357;RODOLFO MEDINA;EDWIN NOÉ MARROQUÍN HERNÁNDEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0115-46;17-030;PETEN;SAN BENITO;"LICEO DE CIENCIAS TECNICAS ""EL REDENTOR""";BARRIO 3 DE ABRIL;47981031;RODOLFO MEDINA;MAYRA AIDÉE CARBAJAL GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0120-46;17-030;PETEN;SAN BENITO;COLEGIO PRIVADO MIXTO EL FORMADOR;BARRIO 3 DE ABRIL;41674267;RODOLFO MEDINA;JUAN CARLOS MONZON LUTIN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0121-46;17-030;PETEN;SAN BENITO;COLEGIO PRIVADO MIXTO EL FORMADOR;BARRIO 3 DE ABRIL;4167076;RODOLFO MEDINA;JUAN CARLOS MONZON LUTIN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-03-0124-46;17-030;PETEN;SAN BENITO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;BARRIO VALLE NUEVO;59959542;RODOLFO MEDINA;ALMA DELIA CHUN AREVALO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
