CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
12-01-0105-46;12-100;SAN MARCOS;SAN MARCOS;"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""";8 AV. 4-21 ZONA 2;77601549;JORGE EBERTO SOLORZANO SANCHEZ;EDGAR ROLANDO SIGÜENZA RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0108-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO CIENTIFICO INTEGRADO ""ALBERT EINSTEIN""";1RA. CALLE ENTRE 14 Y 15 AVENIDA, CALLEJON JARDINES DE VENECIA 1-89 ZONA 5;77609695;HELIUV EDILZAR VASQUEZ NAVARRO;MARIA ELENA MUÑOZ PAZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0114-46;12-001;SAN MARCOS;SAN MARCOS;COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC;ALDEA SAN SEBASTIAN;57784639;ENIO RELMAN MALDONADO SOLIS;REYNA HUBERLINDA ANGEL DE LEÓN;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0115-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""";7A. CALLE 12-99 ZONA 4;77603740;HELIUV EDILZAR VASQUEZ NAVARRO;EDIT ORFA VÁSQUEZ OROZCO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0116-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""";7A. CALLE 12-99 ZONA 4 SAN MARCOS;77603740;HELIUV EDILZAR VASQUEZ NAVARRO;EDIT ORFA VASQUEZ OROZCO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0119-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""";ALDEA SAN ANTONIO SERCHIL;45960556;HELIUV EDILZAR VASQUEZ NAVARRO;JOSÉ LUIS RODRÍGUEZ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0120-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PREUNIVERSITARIO ""GALILEO""";12 AVENIDA 3-33 ZONA 4 CANTON SANTO DOMINGO;77679743;HELIUV EDILZAR VASQUEZ NAVARRO;LIBNY BERENISSE AVILA MAZARIEGOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0131-46;12-001;SAN MARCOS;SAN MARCOS;COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC;ALDEA SAN SEBASTIAN;57784639;ENIO RELMAN MALDONADO SOLIS;REYNA HUBERLINDA ANGEL DE LEÓN;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0132-46;12-100;SAN MARCOS;SAN MARCOS;"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""";8 AV. 4-21 ZONA 2;77601549;JORGE EBERTO SOLORZANO SANCHEZ;EDGAR ROLANDO SIGÜENZA RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0133-46;12-100;SAN MARCOS;SAN MARCOS;ESCUELA DE CIENCIAS Y LETRAS DE SAN MARCOS;ALDEA LAS LAGUNAS;49713703;JORGE EBERTO SOLORZANO SANCHEZ;ANITA DEL CARMEN RAMOS LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0139-46;12-063;SAN MARCOS;SAN MARCOS;"ESCUELA CRISTIANA ""PALABRA EN ACCIÓN""";"7A. AVENIDA ""A"" 12-10 ZONA 1";77604895;HELIUV EDILZAR VASQUEZ NAVARRO;CRISTI SARAÍ MIRANDA FUENTES DE ESCALANTE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0143-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PREUNIVERSITARIO ""GALILEO""";12 AVENIDA 3-33 ZONA 4 CANTON SANTO DOMINGO;77679743;HELIUV EDILZAR VASQUEZ NAVARRO;JORGE GUILLERMO OROZCO BARRIOS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-0144-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""JERUSALEM""";5TA. CALLE 9-38 ZONA 4;77609611;HELIUV EDILZAR VASQUEZ NAVARRO;DELIA MAEGLI DE LEÓN OVALLE;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-0145-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO ""SAN MARCOS""";6A. AVENIDA 4-92, ZONA 2;77604147;HELIUV EDILZAR VASQUEZ NAVARRO;SOR CAROLINA PATRICIA MARTÍNEZ TRUJILLO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0146-46;12-063;SAN MARCOS;SAN MARCOS;COLEGIO LA ASUNCIÓN;5A. CALLE FINAL 15-575 ZONA 5 SAN MARCOS, SAN MARCOS;77605316;HELIUV EDILZAR VASQUEZ NAVARRO;ROSALINA TEODORA BAQUIAX VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0149-46;12-001;SAN MARCOS;SAN MARCOS;ESCUELA TÉCNICA DE COMPUTACIÓN;15AV. 1-177 ZONA 5;77679414;ENIO RELMAN MALDONADO SOLIS;BORIS EZEQUIEL GODÍNEZ OROZCO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0151-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PRIVADO URBANO MIXTO ""AMIGOS""";7A. CALLE 12-99 ZONA 4;77603740;HELIUV EDILZAR VASQUEZ NAVARRO;EDIT ORFA VÁSQUEZ OROZCO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0153-46;12-001;SAN MARCOS;SAN MARCOS;"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACIÓN ""CETESC""";ALDEA SAN SEBASTIAN;57784639;ENIO RELMAN MALDONADO SOLIS;REYNA HUBERLINDA ANGEL DE LEÓN;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0155-46;12-100;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""";ALDEA SAN ANTONIO SERCHIL;50015525;JORGE EBERTO SOLORZANO SANCHEZ;ARGENIS OLIMPIA NAVARRO LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0158-46;12-063;SAN MARCOS;SAN MARCOS;COLEGIO BILINGÜE JUAN PABLO SEGUNDO;6TA. CALLE 15-153 ZONA 4;77259502;HELIUV EDILZAR VASQUEZ NAVARRO;ALDRIN LEONEL MORALES DE LEON;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0159-46;12-063;SAN MARCOS;SAN MARCOS;COLEGIO BILINGÜE JUAN PABLO SEGUNDO;6TA. CALLE 15-153 ZONA 4;77259502;HELIUV EDILZAR VASQUEZ NAVARRO;ALDRIN LEONEL MORALES DE LEON;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0166-46;12-100;SAN MARCOS;SAN MARCOS;COLEGIO MIXTO EVANGÉLICO CASA DE JEHOVÁ;5TA CALLE 14-42 ZONA 5;56934853;JORGE EBERTO SOLORZANO SANCHEZ;MARÍA LORENA MONTÚFAR BOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0168-46;12-063;SAN MARCOS;SAN MARCOS;"ESCUELA CRISTIANA ""PALABRA EN ACCIÓN""";16 AVENIDA 5-63 ZONA 5;38880527;HELIUV EDILZAR VASQUEZ NAVARRO;JOSÉ VÍCTOR NAVARRO MORALES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0169-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO BILINGÜE ""ADVANCE""";5TA. CALLE 5-81 ZONA 2;77602870;HELIUV EDILZAR VASQUEZ NAVARRO;YESENIA AZUCENA GÓMEZ ROMERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0170-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO BILINGÜE ""ADVANCE""";5A. CALLE 5-81 ZONA 2;77602870;HELIUV EDILZAR VASQUEZ NAVARRO;YESENIA AZUCENA GÓMEZ ROMERO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-0171-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO BILINGÜE ""ADVANCE""";5A. CALLE 5-81 ZONA 2;77602870;HELIUV EDILZAR VASQUEZ NAVARRO;YESENIA AZUCENA GÓMEZ ROMERO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-0172-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO BILINGÜE ""ADVANCE""";5A. CALLE 5-81 ZONA 2;77602870;HELIUV EDILZAR VASQUEZ NAVARRO;YESENIA AZUCENA GÓMEZ ROMERO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0173-46;12-063;SAN MARCOS;SAN MARCOS;"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""";"8A. CALLE ""B"" 6-10 ZONA 2";77604294;HELIUV EDILZAR VASQUEZ NAVARRO;VICTOR ALFREDO CITÉ ORDOÑEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0174-46;12-109;SAN MARCOS;SAN MARCOS;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-;CABECERA MUNICIPAL;33078722;VIOLETA FLORIDALMA FUENTES QUIROA;PATRICIA FABIOLA SHAC PÉREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0175-46;12-109;SAN MARCOS;SAN MARCOS;PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA;8A. AVENIDA 9-00 ZONA 1;54176070;VIOLETA FLORIDALMA FUENTES QUIROA;ELUVIA VANESSA DE LEÓN VEGA DE ARANDI;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;SAN MARCOS
12-01-0176-46;12-100;SAN MARCOS;SAN MARCOS;"COLEGIO MIXTO EVANGÉLICO ""CASA DE JEHOVÁ""";5TA. CALLE 14-42 ZONA 5;56934853;JORGE EBERTO SOLORZANO SANCHEZ;MARÍA LORENA MONTÚFAR BOJ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-0177-46;12-100;SAN MARCOS;SAN MARCOS;COLEGIO BILINGÜE MONTESSORI;5TA. CALLE 14-291 ZONA 5;77606792;JORGE EBERTO SOLORZANO SANCHEZ;EVERTO ROBLERO GÁLVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-0178-46;12-109;SAN MARCOS;SAN MARCOS;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-;8A. AVENIDA 9-00 ZONA 1;45169723;VIOLETA FLORIDALMA FUENTES QUIROA;RONY GUÉLMAN CARRETO AGUILAR;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0183-46;12-100;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN""";10AV. 9-71, ZONA 3;30162378;JORGE EBERTO SOLORZANO SANCHEZ;MAGNOLIA ROSALETT CIFUENTES BARRIOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SAN MARCOS
12-01-0184-46;12-100;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN""";10AV. 9-71, ZONA 3;30162378;JORGE EBERTO SOLORZANO SANCHEZ;MAGNOLIA ROSALETT CIFUENTES BARRIOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SAN MARCOS
12-01-0186-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""JERUSALEM""";5A. CALLE 9-38 ZONA 4;77609649;HELIUV EDILZAR VASQUEZ NAVARRO;DELIA MAEGLI DE LEÓN OVALLE;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SAN MARCOS
12-01-0188-46;12-100;SAN MARCOS;SAN MARCOS;COLEGIO MIXTO EVANGELICO CASA DE JEHOVÁ;5TA.CALLE 14-42, ZONA 5;56934853;JORGE EBERTO SOLORZANO SANCHEZ;MARÍA LORENA MONTÚFAR BOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SAN MARCOS
12-01-0190-46;12-100;SAN MARCOS;SAN MARCOS;"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""";8A. AVENIDA 4-21 ZONA 2,;77601549;JORGE EBERTO SOLORZANO SANCHEZ;EDGAR ROLANDO SIGÜENZA RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SAN MARCOS
12-01-0191-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""JERUSALEM""";5A. CALLE 9-38 ZONA 4;77609649;HELIUV EDILZAR VASQUEZ NAVARRO;DELIA MAEGLI DE LEÓN OVALLE;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-1048-46;12-001;SAN MARCOS;SAN MARCOS;ESCUELA TECNICA DE COMPUTACION;15AV. 1-177 ZONA 5;77679414;ENIO RELMAN MALDONADO SOLIS;BORIS EZEQUIEL GODÍNEZ OROZCO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-1203-46;;SAN MARCOS;SAN MARCOS;INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'ESCUELA TECNICA DE COMPUTACION';CALZADA REVOLUCION DEL 71, 2-41 ZONA 1;77602153;;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-1204-46;99-001;SAN MARCOS;SAN MARCOS;INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'ADOLFO MENDEZ ZEPEDA';8A. AVENIDA 4-21 ZONA 2;77601360;SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO;---;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SAN MARCOS
12-01-1298-46;;SAN MARCOS;SAN MARCOS;INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADO 'SAGRADO CO-RAZON' JM (BACHILLERATO POR MADUREZ);10A. AVENIDA 9-71 ZONA 1;;;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
12-01-3037-46;12-063;SAN MARCOS;SAN MARCOS;"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""";7A. CALLE 12-99 ZONA 4;77608689;HELIUV EDILZAR VASQUEZ NAVARRO;VICTOR ALFREDO CITÉ ORDOÑEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-3610-46;12-100;SAN MARCOS;SAN MARCOS;"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""";8 AV. 4-21 ZONA 2;77249743;JORGE EBERTO SOLORZANO SANCHEZ;EDGAR ROLANDO SIGÜENZA RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-4191-46;12-001;SAN MARCOS;SAN MARCOS;INSTITUTO PRIVADO MIXTO EDUCATIVO FORMACION INTEGRAL (IPEFI);8A. AVENIDA A 7-37 ZONA 2;77605050;ENIO RELMAN MALDONADO SOLIS;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-4194-46;12-001;SAN MARCOS;SAN MARCOS;COLEGIO DE 'ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION' (CETESC);ALDEA SAN SEBASTIAN;57784639;ENIO RELMAN MALDONADO SOLIS;REYNA HUBERLINDA ANGEL DE LEÓN;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-4212-46;;SAN MARCOS;SAN MARCOS;COLEGIO PARTICULAR MIXTO 'ADOLFO MENDEZ ZEPEDA';8A. AVE. 4-21 ZONA 2;77601360;;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-4486-46;25-000;SAN MARCOS;SAN MARCOS;INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER);SAN MARCOS;;SONIA HAYDEE REYES MONTERROSO;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;A DISTANCIA;SAN MARCOS
12-01-4645-46;12-063;SAN MARCOS;SAN MARCOS;"COLEGIO PARTICULAR MIXTO ""JERUSALEM""";5A. CALLE 9-38 ZONA 4;59940874;HELIUV EDILZAR VASQUEZ NAVARRO;DELIA MAEGLI DE LEÓN OVALLE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SAN MARCOS
12-01-4648-46;12-063;SAN MARCOS;SAN MARCOS;COLEGIO LA ASUNCIÓN;5A. CALLE FINAL 15-575 ZONA 5 SAN MARCOS, SAN MARCOS;77605316;HELIUV EDILZAR VASQUEZ NAVARRO;ROSALINA TEODORA BAQUIAX VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SAN MARCOS
