  ,,,,,,,,,,,,,,,,
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
16-01-0428-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"DIAGONAL 08 8-05 ZONA 8, BARRIO CANT�N LAS CASAS",79945251,RUDY ADOLFO TOT OCH,HELSON MARCO CH�N GUTIERREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0471-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO DE INFORMATICA ""CENINFAV""",12 AV. 2-12 ZONA 1,79545566,MERCEDES JOSEFINA TORRES GALVEZ,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0478-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO EVANGELICO ""LA PATRIA""",FINCA CHIMAXITO ZONA 11,79514440,MERCEDES JOSEFINA TORRES GALVEZ,AURA EUNICE SOTO FONSECA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0481-46,16-031,ALTA VERAPAZ,COBAN,LICEO AMERICANO DEL NORTE,5TA. CALLE 2-23 ZONA 4,79514754,MERCEDES JOSEFINA TORRES GALVEZ,JOS� CUPERTINO REYES GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0483-46,16-031,ALTA VERAPAZ,COBAN,LICEO AMERICANO DEL NORTE,5TA. CALLE 2-23 ZONA 4,79514754,MERCEDES JOSEFINA TORRES GALVEZ,JOS� CUPERTINO REYES GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0557-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO ""LA LIBERTAD""",3RA. AVENIDA 5-12 ZONA 4,79523696,MERCEDES JOSEFINA TORRES GALVEZ,ERICK FERNANDO CHOC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0558-46,16-005,ALTA VERAPAZ,COBAN,"INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE ""EMILIO ROSALES PONCE""",3A. AVE. 6-23 ZONA 11,79521468,RUDY ADOLFO TOT OCH,VICTOR HUGO DOM�NGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0559-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS. AL INSTITUTO EMILIO ROSALES PONCE,3A. AVE. 6-23 ZONA 11,79521468,RUDY ADOLFO TOT OCH,VICTOR HUGO DOM�NGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0563-46,16-031,ALTA VERAPAZ,COBAN,CENTRO DE FORMACION INTEGRAL LAS CONCHAS FMG,ALDEA LAS CONCHAS,79522793,MERCEDES JOSEFINA TORRES GALVEZ,DAVID WALDEMAR URRUTIA CHOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0565-46,16-031,ALTA VERAPAZ,COBAN,"INSTITUTO MIXTO PRIVADO ""SALUD Y DESARROLLO""",DIAGNONAL 1 1-26 ZONA 1,51922050,MERCEDES JOSEFINA TORRES GALVEZ,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0568-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1-06 ZONA 3,79510413,MERCEDES JOSEFINA TORRES GALVEZ,SILVIA BEATRIZ SOTO CH�N,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0570-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,79511103,MERCEDES JOSEFINA TORRES GALVEZ,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0572-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,79511103,MERCEDES JOSEFINA TORRES GALVEZ,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0573-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO BILINGUE VERBO,4A. CALLE A 4-32 ZONA 8,77945181,MERCEDES JOSEFINA TORRES GALVEZ,LESLY EUGENIA CHOCOOJ VIDAURRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0574-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,2A. CALLE 11-10 ZONA 2,53530198,RUDY ADOLFO TOT OCH,ERVIN ORLANDO JUAREZ SAM,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0583-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO NUEVOS SENDEROS,"3A. CALLE 3-74, ZONA 3",79417300,MERCEDES JOSEFINA TORRES GALVEZ,ZOYLA ARGENTINA MOLLINEDO ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0604-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,"5A. CALLE 1-06, ZONA 3",79510413,MERCEDES JOSEFINA TORRES GALVEZ,SILVIA BEATRIZ SOTO CH�N,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0609-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,LOTIFICACION CHIVENCORRAL,30367501,MERCEDES JOSEFINA TORRES GALVEZ,JUAN PASCUAL LUCAS ANTONIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0611-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO HISPANOAMERICANO,"1A CALLE 17-41 COMUNIDAD PETET CHIXIC, ZONA 12",74725125,MERCEDES JOSEFINA TORRES GALVEZ,OCTAVIO ISMAEL BATZ CHOC,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0612-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO DE MAGISTERIO DE EDUCACION PREPRIMARIA INFANTIL BILINGUE INTERCULTURAL LUZ DEL SABER,"CALZADA RABIN AJAU, ZONA 1",57565646,MERCEDES JOSEFINA TORRES GALVEZ,THELMA MARTINA POP TZIR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0613-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO PARTICULAR MIXTO ""ANTON DE MONTESINOS""",1A. CALLE 7-22 ZONA 3,77259205,MERCEDES JOSEFINA TORRES GALVEZ,MARGARITA  VILLALOBOS LIGORR�A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0616-46,16-037,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SALACUIM,57300783,ERNESTO CAAL CHOC,BRYAN FARUC PRADO TUT,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0619-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO PARTICULAR MIXTO ""ANTON DE MONTESINOS""",1A. CALLE 7-22 ZONA 3,77259205,MERCEDES JOSEFINA TORRES GALVEZ,MARGARITA  VILLALOBOS LIGORR�A,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0642-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHOVAL,53331646,RUDY ADOLFO TOT OCH,GILDA ARACELY WELLMANN DUARTE,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0646-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,DIAGNONAL 1 1-26 ZONA 1,44042550,MERCEDES JOSEFINA TORRES GALVEZ,ERWIN ROLANDO XOL CHUN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0651-46,16-031,ALTA VERAPAZ,COBAN,CENTRO DE FORMACI�N INTEGRAL CIUDAD DE LA ESPERANZA,6A. AV. 10-68 ZONA 12 COLONIA EL ESFUERZO I,77367652,MERCEDES JOSEFINA TORRES GALVEZ,BYRON ANIBAL G�MEZ GATICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0652-46,16-037,ALTA VERAPAZ,COBAN,INSTITUTO MAYA COMUNITARIO K AMOLB E,ALDEA NIMLAJACOC,30621374,ERNESTO CAAL CHOC,JOSE LINO QUIB CHE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0664-46,16-031,ALTA VERAPAZ,COBAN,LICEO AMERICANO DEL NORTE,5TA. AVENIDA 2-23 ZONA 4,79514754,MERCEDES JOSEFINA TORRES GALVEZ,JOS� CUPERTINO REYES GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0665-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO DE INFORM�TICA ""CENINFAV""",12 AVENIDA 2-12 ZONA 1,79545566,MERCEDES JOSEFINA TORRES GALVEZ,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0666-46,16-031,ALTA VERAPAZ,COBAN,"COLEGIO DE INFORM�TICA ""CENINFAV""",12 AVENIDA 2-12 ZONA 1,79521765,MERCEDES JOSEFINA TORRES GALVEZ,H�CTOR VIDAL BOL C�,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0668-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,"5A CALLE 1-98, ZONA 3",57101061,MERCEDES JOSEFINA TORRES GALVEZ,H�CTOR WALDEMAR TOT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0671-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOL�GICO EN INFORM�TICA,2A. CALLE 12-23 ZONA 4,79521190,MERCEDES JOSEFINA TORRES GALVEZ,JORGE SALVADOR JU�REZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0672-46,16-031,ALTA VERAPAZ,COBAN,ICA,11AVENIDA 1-10 ZONA 1,33509500,MERCEDES JOSEFINA TORRES GALVEZ,LAIDY ANDREA CHOCOOJ TIUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0678-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,3A. AVENIDA CINCO GUION DOCE (5-12),48979726,MERCEDES JOSEFINA TORRES GALVEZ,SILVIA YOLANDA CAAL QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0681-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,"2A. CALLE 11-10, ZONA 2",79529830,MERCEDES JOSEFINA TORRES GALVEZ,AM�RICA  NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0690-46,16-031,ALTA VERAPAZ,COBAN,"ISEA ""LA ESCUELA EN SU CASA""",1A. AV. 4-24 ZONA 2,77930803,MERCEDES JOSEFINA TORRES GALVEZ,LUDWIN JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ
16-01-0694-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,3A. AV. 5-12 ZONA 4,55564568,MERCEDES JOSEFINA TORRES GALVEZ,SILVIA YOLANDA CAAL QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-01-0703-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,DIAGNONAL 1 1-26 ZONA 1,51922050,MERCEDES JOSEFINA TORRES GALVEZ,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0705-46,16-050,ALTA VERAPAZ,COBAN,PROGRAMA NACIONAL DE EDUCACI�N ALTERNATIVA PRONEA,7A. AV. 2-18 D ZONA 1,45587767,MAXIMILIANO CHUB ICAL,--,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ
16-01-0710-46,16-031,ALTA VERAPAZ,COBAN,OXFORD BILINGUAL SCHOOL,2DA. CALLE 16-94 ZONA 4,79513898,MERCEDES JOSEFINA TORRES GALVEZ,DARWIN ROBERTO IGLESIAS DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0712-46,16-050,ALTA VERAPAZ,COBAN,ENBI CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,10 AVENIDA 1-25 ZONA 3,79521302,MAXIMILIANO CHUB ICAL,ANABELA CECILIA BOL CAAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0909-46,16-031,ALTA VERAPAZ,COBAN,"ISEA ""LA ESCUELA EN SU CASA""","2A. CALLE ""A"" 11-10, ZONA 1",77256954,MERCEDES JOSEFINA TORRES GALVEZ,LUDWIN JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0910-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,"12 AVENIDA 2-12, ZONA 1",79521765,MERCEDES JOSEFINA TORRES GALVEZ,H�CTOR VIDAL BOL C�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0912-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,"2A. CALLE 12-23, ZONA 4",79511459,MERCEDES JOSEFINA TORRES GALVEZ,DANIEL BERNARDO RAMIREZ GONZ�LEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0913-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,"DIAGONAL 1 1-26, ZONA 1",59584790,MERCEDES JOSEFINA TORRES GALVEZ,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0915-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,"2A. CALLE 11-10, ZONA 2",79529830,MERCEDES JOSEFINA TORRES GALVEZ,AM�RICA  NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0917-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3 14-11, ZONA 2",79513896,MERCEDES JOSEFINA TORRES GALVEZ,EDWIN ARMANDO CAT�N CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0918-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DE NORTE,"3A. AVENIDA 8-32, ZONA 10",79417346,MERCEDES JOSEFINA TORRES GALVEZ,ZOILA IMENA L�PEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0919-46,16-031,ALTA VERAPAZ,COBAN,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4-55, ZONA 4",37058145,MERCEDES JOSEFINA TORRES GALVEZ,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0922-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,"3A. AVENIDA 5-12, ZONA 4",33857209,MERCEDES JOSEFINA TORRES GALVEZ,SILVIA YOLANDA CAAL QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0926-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,2A. CALLE 1-99 ZONA 4 COBAN,45282976,RUDY ADOLFO TOT OCH,ESTHER GUADALUPE PINEDA OCHAETA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0927-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,2A. CALLE 1-99 ZONA 4,45282976,RUDY ADOLFO TOT OCH,ESTHER GUADALUPE PINEDA OCHAETA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-0982-46,16-050,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,8A. AVENIDA 02-43 ZONA 1,45423234,MAXIMILIANO CHUB ICAL,LIDIA DOLORES YAT XOL,DIVERSIFICADO,OFICIAL,SIN ESPECIFICAR,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-01-0986-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8-18 ZONA 4, COBAN",41114848,MERCEDES JOSEFINA TORRES GALVEZ,ZULY BEATRIZ L�PEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0987-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8-18 ZONA 4, COBAN",41114848,MERCEDES JOSEFINA TORRES GALVEZ,ZULY BEATRIZ L�PEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-01-0990-46,16-031,ALTA VERAPAZ,COBAN,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4-55, ZONA 4",37058145,MERCEDES JOSEFINA TORRES GALVEZ,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),ALTA VERAPAZ
16-01-0991-46,16-031,ALTA VERAPAZ,COBAN,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4-55, ZONA 4",37058145,MERCEDES JOSEFINA TORRES GALVEZ,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-0994-46,16-050,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,BARRIO CHIVENCORRAL ZONA 12,49972934,MAXIMILIANO CHUB ICAL,HENRRY ALEXANDER DE LOS SANTOS MUTZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
