CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
06-01-0116-46;06-039;SANTA ROSA;CUILAPA;"CENTRO DE EDUCACIÓN EXTRAESCOLAR ""SANTA ROSITA""";CENTRO PREVENTIVO EL BOQUERON;30157695;JORGE BALDOMERO GONZALEZ BARRERA;GRICELDA ESCOBAR LEMUS;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-01-0118-46;06-039;SANTA ROSA;CUILAPA;"""CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL""";4A. CALLE 2-55, ZONA 4 BARRIO EL LLANITO, CUILAPA, SANTA ROSA;78865585;JORGE BALDOMERO GONZALEZ BARRERA;MARTA JULIA BARRERA BARRERA DE ALVAREZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;SANTA ROSA
06-01-0119-46;06-001;SANTA ROSA;CUILAPA;"COLEGIO CATÓLICO ECO-TECNOLÓGICO ""SAGRADO CORAZON DE JESÚS""";EL BOQUERÓN, KILÓMETRO 66;35702888;IRMA YOLANDA CHACON ARROYO;JUANA MARÍA TELLO GARCÍA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-01-0122-46;06-001;SANTA ROSA;CUILAPA;COLEGIO TECNOLÓGICO BILINGÜE EL HERMANO PEDRO;COLONIA CHINA, BARRIO LA PARROQUIA;78865470;IRMA YOLANDA CHACON ARROYO;CÉSAR AUGUSTO MIRANDA QUINTANILLA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SANTA ROSA
06-01-1070-46;06-001;SANTA ROSA;CUILAPA;"COLEGIO PARTICULAR MIXTO BILINGUE ""SANTA FAMILIA""";ALDEA SAN JUAN DE ARANA;77254514;IRMA YOLANDA CHACON ARROYO;DAVID GUILLERMO BARRIENTOS VALDEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-01-1515-46;25-000;SANTA ROSA;CUILAPA;INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER);CUILAPA;;SONIA HAYDEE REYES MONTERROSO;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;A DISTANCIA;SANTA ROSA
06-01-1675-46;06-001;SANTA ROSA;CUILAPA;COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO;COLONIA CHINA, BARRIO LA PARROQUIA;78865470;IRMA YOLANDA CHACON ARROYO;CÉSAR AUGUSTO MIRANDA QUINTANILLA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-01-1989-46;06-001;SANTA ROSA;CUILAPA;COLEGIO TECNICO INDUSTRIAL EMANUEL;COLONIA CHINA, BARRIO LA PARROQUIA;;IRMA YOLANDA CHACON ARROYO;MARLEN JANETH LÓPEZ CALDERON;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0005-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO MIXTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA TECNOLOGICO DE SURORIENTE;KM 55 CARRETERA A EL SALVADOR;78232493;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ERWIN FEDERICO ZEA GARCIA;DIVERSIFICADO;COOPERATIVA;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-02-0011-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA FRAY BARTOLOME DE LAS CASAS;78882045;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JUAN ALBERTO MONZÓN GARCÍA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0020-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO TECNOLOGICO MIXTO BILINGUE ""BELEN""";5A. AVENIDA 0-24, ZONA 1, BARRIO LA IGLESIA;78871717;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ERWIN FEDERICO ZEA GARCIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0022-46;06-027;SANTA ROSA;BARBERENA;COLEGIO TECNICO INTEGRADO;LOTE 10, COLONIA LAS ESTRELLAS;78870936;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ALLAN PAOLO GIRÓN JIMÉNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0030-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;4A. CALLE 8-36, ZONA 1;78445005;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;KARLA JULISA ROMERO SERRANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0032-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;4A. CALLE 8-36, ZONA 1;78445005;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELMA JANETH RAMÍREZ SANDOVAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-0037-46;06-027;SANTA ROSA;BARBERENA;"LICEO ""SAN ANTONIO""";LOTE 30, SECTOR EL CAMPO ALDEA FRAY BARTOLOMÉ DE LAS CASAS;50194872;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;BAYRON RAFAEL LÓPEZ VALENZUELA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-0038-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA TECNOLÓGICO DE SURORIENTE;CABECERA MUNICIPAL;78232493;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;GLORIA LIZBETH CASTAÑEDA BARRERA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0076-46;06-039;SANTA ROSA;BARBERENA;"CENTRO DE EDUCACIÓN EXTRAESCOLAR ""ESCUELA DE CAFICULTURA""";FINCA LAS FLORES;31692818;JORGE BALDOMERO GONZALEZ BARRERA;WENDY CAROLINA FUENTES ALVARADO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-0077-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO PARTICULAR MIXTO ""SAN FRANCISCO DE ASÍS""";COLONIA SAN GABRIEL;78871692;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;MARIO ARTURO GALINDO JUÁREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0080-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074, ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;GUILLERMO ARTURO LINARES VELÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0081-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074, ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JOSÉ ANTONIO CORTÉZ RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0083-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074, ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;GUILLERMO ARTURO LINARES VELÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;INTERMEDIA;DIARIO(REGULAR);SANTA ROSA
06-02-0084-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074, ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JOSÉ ANTONIO CORTÉZ RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SANTA ROSA
06-02-0085-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074, ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JOSÉ ANTONIO CORTÉZ RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-0091-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO MIXTO BILINGÜE ""CAMPO VERDE""";4TA. CALLE FINAL BARBERENA, SANTA ROSA;78870260;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;CATHERINE BET-SÚA MORALES ARGUETA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;MIXTO;SANTA ROSA
06-02-0093-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO MIXTO ""SAN JOSÉ""";ALDEA UTZUMAZATE A LA PAR DEL OBISPADO DE LA DIÓCESIS DE SANTA ROSA DE LIMA Y PASTORAL SOCIAL CÁRITAS;78871400;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELIO NOÉ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-02-0095-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLÓGICO PRIVADO ""CRISTO VIVE""";4TA. AVENIDA 1-074 ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JOSÉ ANTONIO CORTÉZ RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-02-0096-46;06-027;SANTA ROSA;BARBERENA;LICEO SAN ANTONIO;LOTE 30 SECTOR EL CAMPO;42129001;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;BAYRON RAFAEL LÓPEZ VALENZUELA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SANTA ROSA
06-02-0099-46;06-027;SANTA ROSA;BARBERENA;COLEGIO MIXTO SAN JOSÉ;ALDEA UTZUMAZATE A LA PAR DEL OBISPADO DE LA DIÓCESIS DE SANTA ROSA DE LIMA;78871400;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;KEVYN RENATO GIRÓN JIMÉNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-02-0101-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;4TA. CALLE 8-36 ZONA 1;78445005;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELMA JANETH RAMÍREZ SANDOVAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-02-0102-46;06-027;SANTA ROSA;BARBERENA;"INSTITUTO TECNOLÓGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""";4A. AVENIDA 1-074 ZONA 1 BARBERENA;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;GUILLERMO ARTURO LINARES VELÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SANTA ROSA
06-02-0448-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;4A. CALLE 8-36 ZONA 1;78445005;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELMA JANETH RAMÍREZ SANDOVAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-0469-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;4A. CALLE 8-36, ZONA 1;78445005;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELMA JANETH RAMÍREZ SANDOVAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-1094-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO PARTICULAR LICEO MIXTO ""GUADALUPANO""";5A. AVENIDA 2-37 ZONA 1;78871327;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;MARIO ROLANDO GIRÓN CORDERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-1242-46;06-027;SANTA ROSA;BARBERENA;"COLEGIO MIXTO ""SAN JOSE""";A LA PAR DEL OBISPADO DE LA DIÓCESIS DE SANTA ROSA DE LIMA Y PASTORAL SOCIAL CÁRITAS ALDEA UTZUMAZATE;78871400;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;ELIO NOÉ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-02-1941-46;06-027;SANTA ROSA;BARBERENA;COLEGIO MIXTO SAN JOSE;ALDEA UTZUMAZATE, A LA PAR DEL OBISPADO DE LA DIÓCESIS DE SANTA ROSA DE LIMA;78871400;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;KEVYN RENATO GIRÓN JIMÉNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-02-1998-46;06-027;SANTA ROSA;BARBERENA;INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA CRISTO VIVE;4A. AVENIDA 1-074 ZONA 1;78227801;YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL;JOSÉ ANTONIO CORTÉZ RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-03-0021-46;06-005;SANTA ROSA;SANTA ROSA DE LIMA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CABECERA MUNICIPAL;55741223;DELIA JUDITH HERNANDEZ CARIAS;ADONIAS ELUZAÍ MORÁN GODOY;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-03-1793-46;06-005;SANTA ROSA;SANTA ROSA DE LIMA;COLEGIO LICEO MIXTO DE EDUCACION 'PRESBITERO GUILLERMO JAGENEAU';ALDEA LAGUNA DE PEREIRA;24255600;DELIA JUDITH HERNANDEZ CARIAS;;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-03-1829-46;06-005;SANTA ROSA;SANTA ROSA DE LIMA;LICEO MIXTO DE EDUCACION PRESBITERO GUILLERMO JAGENEAU;ALDEA LAGUNA PEREIRA;55789212;DELIA JUDITH HERNANDEZ CARIAS;ROSAURA BARRIENTOS CALDERÓN;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-0028-46;06-040;SANTA ROSA;CASILLAS;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CALLE PRINCIPAL;41280696;BRENDA GRISEL GARCIA BATRES DE DONIS;NADIA FERNANDA DAVILA MAYÉN;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-0029-46;06-024;SANTA ROSA;CASILLAS;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA AYARZA;40621908;PABLO DE JESUS SANTOS ALVAREZ;YULI RODRIGUEZ QUINTEROS;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-04-0045-46;06-024;SANTA ROSA;CASILLAS;CENTRO EDUCATIVO AYARZA CEA;ALDEA AYARZA;54827897;PABLO DE JESUS SANTOS ALVAREZ;GLENDA AMARILIS ARRIAGA MEDRANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-0046-46;06-040;SANTA ROSA;CASILLAS;INSTITUTO POR COOPERATIVA DE DIVERSIFICADO;CABECERA MUNICIPAL;31108329;BRENDA GRISEL GARCIA BATRES DE DONIS;AURA ENCARNACIÓN CORTÉZ GARCÍA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-0057-46;06-024;SANTA ROSA;CASILLAS;INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;ALDEA AYARZA;55737074;PABLO DE JESUS SANTOS ALVAREZ;JOSÉ MISRRAÍN SANTOS BARRERA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-1460-46;;SANTA ROSA;CASILLAS;COLEGIO PARROQUIAL MIXTO 'EL SAGRADO CORAZON DE JESUS';;;;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-04-2039-46;06-024;SANTA ROSA;CASILLAS;INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA;ALDEA AYARZA;41270444;PABLO DE JESUS SANTOS ALVAREZ;LUIS FERNANDO RIVAS CEBALLOS;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-05-0009-46;06-007;SANTA ROSA;SAN RAFAEL LAS FLORES;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CABECERA MUNICIPAL;42569596;MIRNA ARACELY MORALES ALVAREZ DE CAMEY;JÚNIOR YESMÍN MORALES ESTRADA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-05-0018-46;06-007;SANTA ROSA;SAN RAFAEL LAS FLORES;"LICEO ""SAN RAFAEL""";BARRIO EL BORBOLLÓN;45632037;MIRNA ARACELY MORALES ALVAREZ DE CAMEY;DARLIN MABEL MIJANGOS ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-05-0021-46;06-007;SANTA ROSA;SAN RAFAEL LAS FLORES;LICEO SAN RAFAEL;BARRIO EL BORBOLLÓN, ZONA 0;45632037;MIRNA ARACELY MORALES ALVAREZ DE CAMEY;DARLIN MABEL MIJANGOS ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-05-0028-46;06-007;SANTA ROSA;SAN RAFAEL LAS FLORES;LICEO SAN RAFAEL;BARRIO EL BORBOLLÓN SAN RAFAEL LAS FLORES;45632037;MIRNA ARACELY MORALES ALVAREZ DE CAMEY;DARLIN MABEL MIJANGOS ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-05-0030-46;06-007;SANTA ROSA;SAN RAFAEL LAS FLORES;LICEO SAN RAFAEL;BARRIO EL BORBOLLON, ZONA 0;47329234;MIRNA ARACELY MORALES ALVAREZ DE CAMEY;DARLIN MABEL MIJANGOS ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-06-0016-46;06-008;SANTA ROSA;ORATORIO;INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;CABECERA MUNICIPAL;36300096;ADELSO FRANCO FLORES;GUSTAVO ADOLFO SILVA HERNANDEZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-06-0023-46;06-009;SANTA ROSA;ORATORIO;"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""";CABECERA MUNICIPAL;78804742;ADELSO FRANCO FLORES;HECTOR MANUEL MORAN DIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
